id,uuid,object,like + comment,GROUP_CONCAT(DISTINCT categories.name),time
629803,63179a00-ae99-11eb-a103-0ae838defca7,shoutOut,38,"emo,hip hop,rock (alt.),guitarist,producer,singer,songwriter,pianist",2021-05-06 18:32:18
26152,5cf43ccc-392b-11eb-a2c6-1254437355c5,video,37,"hip hop,rap,songwriter,rapper",2020-12-08 07:59:57
679742,3ff7ae53-b8af-11eb-979c-0a0d7a10423a,shoutOut,37,"dance,pop,alternative,producer,mastering engineer,studio mix engineer,composer,artist",2021-05-19 14:34:00
792450,59e8c915-d09b-11eb-8940-1254437355c5,shoutOut,35,"indie,rock,brazilian,music lover,publicist,composer",2021-06-19 01:12:01
172409,1a25473d-4a92-11eb-87da-12d73b08236b,video,33,"ambient,hip hop,indie,songwriter,rapper",2020-12-30 11:28:13
417265,3fd6c8c8-7dd7-11eb-af6f-128a130028af,shoutOut,33,"pop,r&b/soul,house,dj,singer,songwriter",2021-03-05 17:21:41
575641,5e5087ab-a36e-11eb-adbc-0a0d7a10423a,track,33,"r&b/soul,lofi,alternative,producer,singer,songwriter,cover art",2021-04-22 13:26:39
551250,531f65f3-9df9-11eb-84ef-0ae838defca7,video,32,"orchestral,pop,trance,singer,music lover,songwriter",2021-04-15 14:46:13
569840,b6b53929-a20c-11eb-b963-0ae838defca7,track,32,"r&b/soul,singer",2021-04-20 19:15:05
673239,a138e5e0-b74e-11eb-8fe7-0ae838defca7,photo,32,"emo,hip hop,rock (alt.),guitarist,producer,singer,songwriter,pianist",2021-05-17 20:29:51
384988,e2080c21-755b-11eb-b1c7-0a0d7a10423a,track,30,"electronic,hip hop,jazz,backing singer,music lover,songwriter,graphic designer,rapper",2021-02-22 22:18:26
536108,a12b0845-9b09-11eb-a502-0a0d7a10423a,video,30,"hip hop,pop,r&b/soul,producer,beatmaker,promoter",2021-04-11 21:05:23
674354,7a205f0b-b78f-11eb-b761-128a130028af,track,30,"indie,rock,world music,guitarist,singer,music lover,songwriter,ukulelist",2021-05-18 04:14:02
503320,f49b6a4f-93ed-11eb-9734-0ae838defca7,video,29,"indie,pop,rock (alt.),guitarist,keyboardist,singer,songwriter,graphic designer",2021-04-02 19:59:39
518686,3d337781-9757-11eb-a536-0ae838defca7,video,28,"country,hip hop,flamenco,band,singer,composer",2021-04-07 04:10:51
528611,11e9ca43-993f-11eb-8ee5-12d73b08236b,shoutOut,28,"emo,hip hop,rock (alt.),guitarist,producer,singer,songwriter,pianist",2021-04-09 14:22:53
528849,13473cbb-994d-11eb-87ad-0ae838defca7,video,28,"emo,hip hop,rock (alt.),guitarist,producer,singer,songwriter,pianist",2021-04-09 16:03:08
567988,079cf0b6-a1ad-11eb-abe4-0a1200300037,video,28,"jazz,pop,r&b/soul,singer",2021-04-20 07:50:09
654940,26a4fd12-b3a6-11eb-b3ab-1254437355c5,video,28,"dance,pop,edm,dj,keyboardist,producer,pianist",2021-05-13 04:46:16
160096,fce5d9df-4855-11eb-97d4-12d73b08236b,track,27,"hip hop,indie,afro,singer,music lover,graphic designer,rapper,lyricist",2020-12-27 15:12:52
352327,d371f8bf-721a-11eb-9b80-12d73b08236b,video,27,"orchestral,pop,rock,singer,composer,musician,voice artist",2021-02-18 18:55:11
464840,6b741360-8b13-11eb-9926-0ae838defca7,video,27,"folk,grunge,alternative,guitarist,chanteuse,session singer",2021-03-22 13:35:09
582140,53806486-a4e5-11eb-bf9a-12d73b08236b,track,27,"hip hop,r&b/soul,trap,dj,producer,songwriter,studio mix engineer,rapper",2021-04-24 10:10:42
594756,6e744ee3-a777-11eb-ba86-0a0d7a10423a,track,27,"ambient,indie,r&b/soul,bassist,guitarist,singer,songwriter,pianist",2021-04-27 16:41:36
596568,d3ad977d-a7d8-11eb-934e-12d73b08236b,shoutOut,27,"hip hop,indie,pop,backing singer,songwriter,rapper,composer,lyricist",2021-04-28 04:18:47
664979,2381577f-b5a6-11eb-8585-12d73b08236b,video,27,"electronic,pop,rock,producer,singer,songwriter,studio mix engineer,composer",2021-05-15 17:51:13
875459,d674a6ab-e425-11eb-b909-128a130028af,video,27,"hip hop,r&b/soul,reggae,singer,music lover,songwriter",2021-07-13 22:01:13
428976,f2ac867c-80f8-11eb-aa1e-12d73b08236b,shoutOut,26,"hip hop,producer,songwriter,mastering engineer,rapper,mixing engineer",2021-03-09 17:00:28
452716,5e4969e2-879a-11eb-bf22-0a0d7a10423a,track,26,"indie,r&b/soul,rock (alt.),producer,singer,songwriter",2021-03-18 03:31:04
454015,0e2e89fa-87fe-11eb-8714-12d73b08236b,video,26,"emo,hip hop,rock (alt.),guitarist,producer,singer,songwriter,pianist",2021-03-18 15:24:39
466363,5d3058d6-8b6e-11eb-b6c7-0a1200300037,shoutOut,26,"electronic,hip hop,jazz,backing singer,music lover,songwriter,graphic designer,rapper",2021-03-23 00:26:09
532568,d9b11f94-9a16-11eb-a0dd-128a130028af,shoutOut,26,"electronic,indie,rock,guitarist,producer,videographer,composer,video editor",2021-04-10 16:07:30
561710,91bb2402-a055-11eb-a925-0ae838defca7,photo,26,"pop,dreampop,guitarist,keyboardist,singer,songwriter,lyricist",2021-04-18 14:51:34
584203,1ce7e93a-a550-11eb-849f-0a0d7a10423a,video,26,"hip hop,r&b/soul,trap,dj,producer,songwriter,studio mix engineer,rapper",2021-04-24 22:55:07
170956,570cdcbb-4a91-11eb-86d1-12d73b08236b,track,25,"hip hop,jazz,r&b/soul,producer,singer,composer",2020-12-30 11:22:46
207826,0b190d39-4f3c-11eb-8ea1-128a130028af,shoutOut,25,"indie,pop,alternative,guitarist,producer,singer,songwriter,composer",2021-01-05 09:54:47
241695,91f2bd57-5621-11eb-bc7f-0a0d7a10423a,track,25,"indie,pop,rock,backing singer,guitarist,singer,songwriter,composer",2021-01-14 04:32:55
241758,6611c927-5621-11eb-ba21-0a1200300037,video,25,"indie,pop,rock,backing singer,guitarist,singer,songwriter,composer",2021-01-14 04:31:41
335944,a8567b0c-6e5d-11eb-b23e-0ae838defca7,video,25,"hip hop,jazz,rap,singer,songwriter,r&b/soul",2021-02-14 00:43:30
462209,00b0b6a5-8a5e-11eb-8684-0a1200300037,video,25,"electronic,hip hop,r&b/soul,backing singer,singer,lyricist",2021-03-21 15:56:31
465639,a534a0b3-8b41-11eb-bcd0-0a0d7a10423a,video,25,"hip hop,metal,psychedelic,rapper",2021-03-22 19:06:03
534514,c139ec34-9a91-11eb-a039-1254437355c5,video,25,"classical,singer,music lover",2021-04-11 06:47:17
692895,8f7d3d00-bb24-11eb-9d32-0a0d7a10423a,video,25,"hip hop,pop,edm,dj,producer,singer,songwriter,studio mix engineer",2021-05-22 17:38:47
817992,59f66138-d65c-11eb-8f55-12d73b08236b,shoutOut,25,"indie,jazz,r&b/soul,producer,singer,music lover,composer,lyricist",2021-06-26 08:56:10
829956,2c011740-d994-11eb-b265-0ae838defca7,shoutOut,25,"indie,jazz,r&b/soul,producer,singer,music lover,composer,lyricist",2021-06-30 11:13:18
858218,9222fbf7-e018-11eb-b43e-12d73b08236b,track,25,"hip hop,r&b/soul,alternative,backing singer,singer,songwriter,photographer,lyricist",2021-07-08 18:16:10
47061,785fd9ef-3bdd-11eb-a776-128a130028af,shoutOut,24,"hip hop,pop,r&b/soul,producer,singer,songwriter,rapper",2020-12-11 18:19:56
181465,8d055999-4a96-11eb-8d00-128a130028af,video,24,"hip hop,progressive rock,new soul,band,singer,songwriter,rapper",2020-12-30 12:00:04
450581,d1652810-86f8-11eb-aa06-12d73b08236b,video,24,"hip hop,indie,pop,backing singer,songwriter,rapper,composer,lyricist",2021-03-17 08:14:39
511373,59f156b7-95af-11eb-8f70-0a1200300037,video,24,"dance,electronic,edm,dj,producer,music lover,artist",2021-04-05 01:36:33
613664,2512394d-ab65-11eb-98ed-12d73b08236b,track,24,"emo,hip hop,rock (alt.),guitarist,producer,singer,songwriter,pianist",2021-05-02 16:40:47
625396,e574fe71-adbd-11eb-b373-0a1200300037,track,24,"blues,r&b/soul,rock,backing singer,singer,music lover",2021-05-05 16:21:08
218097,5d0062c7-50a7-11eb-827e-0ae838defca7,video,23,"blues,r&b/soul,mpb,backing singer,singer,composer",2021-01-07 05:15:31
333588,242a7656-6dc1-11eb-a33c-12d73b08236b,shoutOut,23,"ambient,blues,edm,songwriter",2021-02-13 06:03:07
471318,714b93a6-a7f5-11eb-9e22-128a130028af,track,23,"electronic,hip hop,r&b/soul,producer,songwriter,music teacher,studio mix engineer",2021-04-28 07:43:37
484055,89805447-8f98-11eb-a751-12d73b08236b,video,23,"r&b/soul,rock (alt.),indiepop,guitarist,singer,songwriter,pianist",2021-03-28 07:38:07
488065,b048bd43-906f-11eb-b218-128a130028af,photo,23,"pop,r&b/soul,alternative,singer,songwriter,lyricist",2021-03-29 09:18:14
548288,0c5c7d58-9d4f-11eb-86ff-128a130028af,shoutOut,23,"jazz,pop,trap,singer,strings player,violinist,music lover",2021-04-14 18:27:20
692978,fed0e04b-bb27-11eb-a8ab-128a130028af,video,23,"emo,hip hop,rock (alt.),guitarist,producer,singer,songwriter,pianist",2021-05-22 18:03:22
768938,041b9fe9-cad0-11eb-b4c8-128a130028af,shoutOut,23,"indie,jazz,r&b/soul,producer,singer,music lover,composer,lyricist",2021-06-11 16:13:54
857972,9b621b46-e00f-11eb-aaa9-12d73b08236b,shoutOut,23,"hip hop,r&b/soul,alternative,backing singer,singer,songwriter,photographer,lyricist",2021-07-08 17:12:00
169974,74800828-4a91-11eb-8421-1254437355c5,video,22,"ambient,electronic,jazz,guitarist,producer",2020-12-30 11:23:35
239764,ec55e532-55be-11eb-8146-1254437355c5,video,22,"jazz,mpb,samba,bassist,guitarrista,vocal,violao",2021-01-13 16:46:46
461743,8d4b5b4f-8a40-11eb-ba46-1254437355c5,video,22,"emo,hip hop,r&b/soul,music lover,songwriter,mastering engineer,studio mix engineer",2021-03-21 12:25:42
494704,1c7d5c92-91eb-11eb-8cc3-0a0d7a10423a,video,22,"classical,country,guitarist,singer,music lover,songwriter,composer",2021-03-31 06:34:15
498717,4fbccdf5-b6dc-11eb-a98e-1254437355c5,track,22,"pop,punk,rock (alt.),backing singer,singer,music lover,songwriter",2021-05-17 06:51:31
561903,d5f25f7c-a066-11eb-834c-12d73b08236b,video,22,"latin,r&b/soul,reggae,guitarist,singer,songwriter,composer,influencer",2021-04-18 16:55:10
566717,52362902-a161-11eb-bf0a-0a0d7a10423a,video,22,"country,r&b/soul,rock (alt.),singer,songwriter",2021-04-19 22:48:13
673843,b0c67bc1-b772-11eb-80c9-0a1200300037,track,22,"ambient,r&b/soul,psychedelic,producer,singer,songwriter",2021-05-18 00:47:58
678994,77a6ae63-b893-11eb-9af4-0ae838defca7,track,22,"dance,pop,alternative,producer,mastering engineer,studio mix engineer,composer,artist",2021-05-19 11:15:07
757111,abc6aac3-c825-11eb-9956-0a1200300037,video,22,"r&b/soul,singer,songwriter,rapper,lyricist",2021-06-08 06:49:29
830965,49b93215-d9c5-11eb-9f8b-1254437355c5,video,22,"folk,indie,pop,guitarist,producer,singer,songwriter,pianist",2021-06-30 17:04:53
832707,870dc26a-da2e-11eb-9739-0ae838defca7,shoutOut,22,"r&b/soul,reggae,afro,songwriter,rapper,composer,lyricist",2021-07-01 05:38:13
164422,4e47ee56-49f2-11eb-861f-128a130028af,video,21,"hip hop,r&b/soul,world music,producer,singer,studio mix engineer",2020-12-29 16:24:21
300871,22fd48eb-65a8-11eb-b408-12d73b08236b,track,21,"hip hop,r&b/soul,reggae,saxophonist,singer,songwriter,dancer",2021-02-02 22:43:58
424992,e1c58c61-7ff5-11eb-abfe-128a130028af,shoutOut,21,"hip hop,pop,r&b/soul,producer,beatmaker,promoter",2021-03-08 10:06:00
468204,f394532b-8be7-11eb-8a4b-12d73b08236b,video,21,"jazz,pop,triphop,singer,lyricist",2021-03-23 14:56:31
510680,af5e8bce-958f-11eb-80d0-128a130028af,video,21,"orchestral,pop,r&b/soul,guitarist,singer,violinist,ukulelist,pianist",2021-04-04 21:49:52
531297,cb53737b-99d5-11eb-af24-1254437355c5,video,21,"classical,bollywood,indian,singer,music lover",2021-04-10 08:21:48
560145,7c9a5c55-9ff9-11eb-8580-128a130028af,photo,21,"indie,pop,alternative,guitarist,producer,singer,songwriter,composer",2021-04-18 03:52:25
582950,af645e3f-a517-11eb-9b1f-0a1200300037,shoutOut,21,"k-pop,orchestral,r&b/soul,keyboardist,beatmaker,pianist",2021-04-24 16:11:11
599664,d6769d31-a86e-11eb-b570-0a0d7a10423a,video,21,"ambient,indie,reggae,drummer,guitarist,keyboardist,producer,music lover",2021-04-28 22:12:36
602302,a7428387-a8fc-11eb-8e80-0a0d7a10423a,shoutOut,21,"hip hop,pop,r&b/soul,producer,beatmaker,mastering engineer,studio mix engineer",2021-04-29 15:07:46
714636,272ced59-bf06-11eb-a091-12d73b08236b,video,21,"ambient,rock,psychedelic,singer,songwriter,music director",2021-05-27 16:11:11
788273,6c960050-d01d-11eb-a6ef-1254437355c5,shoutOut,21,"dance,pop,r&b/soul,producer,music lover,songwriter,dancer,lyricist",2021-06-18 10:10:36
173139,71b786d4-4a92-11eb-884d-12d73b08236b,track,20,"electronic,orchestral,progressive rock,guitarist,producer,music lover,studio mix engineer,composer",2020-12-30 11:30:40
417262,a07054e5-7dd7-11eb-8c7a-0ae838defca7,video,20,"pop,r&b/soul,house,dj,singer,songwriter",2021-03-05 17:24:23
480204,25482dee-8e97-11eb-96dd-1254437355c5,video,20,"indie,pop,rock (alt.),guitarist,producer,singer,music lover,lyricist",2021-03-27 00:55:38
527737,98490c0a-9912-11eb-9176-1254437355c5,video,20,"hip hop,metal,rock,band,manager,music teacher,composer,lyricist",2021-04-09 09:04:31
570181,d6e950d4-a234-11eb-945b-1254437355c5,video,20,"folk,world music,progressive rock,guitarist,singer,songwriter",2021-04-21 00:02:19
574318,e046f7ad-a31b-11eb-a399-128a130028af,track,20,"r&b/soul,techno,singer,songwriter",2021-04-22 03:36:09
579429,80c1f91d-a442-11eb-9939-1254437355c5,track,20,"hip hop,pop,r&b/soul,singer,music lover,rapper",2021-04-23 14:45:10
585404,caadfd53-a5b6-11eb-b48b-1254437355c5,video,20,"pop,lofi,singer,songwriter,composer,pianist,lyricist",2021-04-25 11:10:07
675676,4d680f71-b7e7-11eb-9a90-0a0d7a10423a,video,20,"dance,pop,edm,dj,keyboardist,producer,pianist",2021-05-18 14:42:43
717395,29f3cc21-bf9f-11eb-a3e7-0a1200300037,video,20,"dance,dubstep,edm,producer",2021-05-28 10:26:29
717759,bd31308a-bfc8-11eb-9ea8-0a0d7a10423a,video,20,"r&b/soul,world music,hardstyle,rapper",2021-05-28 15:24:05
750734,11fbddb1-c6cf-11eb-b669-128a130028af,track,20,"dance,pop,alternative,producer,mastering engineer,studio mix engineer,composer,artist",2021-06-06 13:57:03
790854,97729672-d078-11eb-a479-12d73b08236b,video,20,"hip hop,pop,r&b/soul,producer,beatmaker,promoter",2021-06-18 21:03:12
858332,8c8b2021-e01f-11eb-b6a0-0ae838defca7,video,20,"hip hop,r&b/soul,rock,producer,singer,music lover,songwriter,rapper",2021-07-08 19:06:07
318797,6c1e1112-6a2f-11eb-aad7-0a0d7a10423a,track,19,"hip hop,pop,r&b/soul,singer,music lover,rapper",2021-02-08 17:02:27
417761,8043b0e8-7df3-11eb-8228-1254437355c5,track,19,"electronic,folk,edm,guitarist,keyboardist,producer,composer,pianist",2021-03-05 20:43:55
420142,04ffa51d-7ead-11eb-8ac0-0a1200300037,video,19,"jazz,pop,r&b/soul,singer,music lover",2021-03-06 18:51:54
420533,f1aade51-7ebe-11eb-920e-0a0d7a10423a,video,19,"r&b/soul,rock,trap,singer,music lover,songwriter,rapper",2021-03-06 21:00:13
438933,696c4c83-8394-11eb-8f92-0ae838defca7,shoutOut,19,"metal,orchestral,edm,producer,beatmaker,mastering engineer,studio mix engineer,composer",2021-03-13 00:38:21
470474,b680fb3d-8c5a-11eb-ad7b-0ae838defca7,track,19,"electronic,experimental,ethereal,producer,singer,songwriter,sound design",2021-03-24 04:38:00
504750,64334dab-944e-11eb-b91f-128a130028af,shoutOut,19,"indie,pop,rock (alt.),guitarist,keyboardist,singer,songwriter,graphic designer",2021-04-03 07:29:57
525855,5cd3282f-98b5-11eb-96ba-128a130028af,video,19,"indie,pop,rock,singer",2021-04-08 21:57:08
539163,fb407cc9-9b8f-11eb-9085-12d73b08236b,video,19,"dance,pop,edm,dj,keyboardist,producer,pianist",2021-04-12 13:07:06
610808,5d52fb04-aac1-11eb-ba7b-0a0d7a10423a,track,19,"electronic,indie,metal,producer,songwriter,composer,lyricist,influencer",2021-05-01 21:08:24
703432,0277768d-bcfe-11eb-8456-0a1200300037,photo,19,"hip hop,edm,lofi,music lover",2021-05-25 02:07:51
709176,f1a1cdcc-bdfe-11eb-8a40-0a0d7a10423a,photo,19,"hip hop,pop,edm,dj,producer,singer,songwriter,studio mix engineer",2021-05-26 08:47:04
716087,ef182ad8-bf4b-11eb-96df-0ae838defca7,track,19,"jazz,r&b/soul,psychedelic,singer,songwriter",2021-05-28 00:30:42
727255,c7c5625c-c1bd-11eb-a81e-0a1200300037,video,19,"ambient,r&b/soul,brazilian,guitarist,singer,music lover,composer,influencer",2021-05-31 03:10:41
834027,28a06bbd-da98-11eb-ba49-0ae838defca7,track,19,"hip hop,indie,afro,singer,music lover,graphic designer,rapper,lyricist",2021-07-01 18:14:22
835833,cd45f1a8-dae6-11eb-8861-0a1200300037,video,19,"indie,pop,rock (alt.),band,guitarist,songwriter,pianist,lyricist",2021-07-02 03:37:19
835994,500316cb-daf1-11eb-90fa-0ae838defca7,photo,19,"techno,trance,singer,music lover",2021-07-02 04:52:33
169299,c171e3c0-4a91-11eb-aff8-0a0d7a10423a,track,18,"funk,jazz,r&b/soul,singer",2020-12-30 11:25:44
171486,dc2110f5-4a91-11eb-84ae-1254437355c5,video,18,"hip hop,pop,r&b/soul,songwriter,rapper",2020-12-30 11:26:29
260100,05bc7cfe-5a74-11eb-97f7-12d73b08236b,video,18,"hip hop,jazz,r&b/soul,guitarist,singer,music lover,songwriter,dancer",2021-01-19 16:33:12
392896,2dc76ae4-7739-11eb-bac9-0a1200300037,video,18,"classical,folk,religious,singer,music teacher,composer,musician,performer",2021-02-25 07:15:03
433365,9dbb691c-8212-11eb-ad57-0a1200300037,video,18,"rock (alt.),grunge,stoner rock,singer,music lover,songwriter,lyricist",2021-03-11 02:36:43
509303,eaef1bc3-9549-11eb-92c0-0a1200300037,video,18,"indie,k-pop,religious,guitarist,music lover,photographer,rapper,lyricist",2021-04-04 13:30:27
540252,89e5ddeb-9bbf-11eb-ac34-0a0d7a10423a,video,18,"brazilian,mpb,producer,singer,songwriter,composer,acoustic guitar",2021-04-12 18:47:32
569127,b1d95214-a205-11eb-b418-128a130028af,video,18,"funk,pop,r&b/soul,guitarist,producer,singer,music lover,composer",2021-04-20 18:24:51
577685,e2dca664-abc8-11eb-9de7-0a1200300037,video,18,"folk,pop,guitarist,producer,singer,songwriter",2021-05-03 04:34:45
590641,44f50171-a6ad-11eb-b004-0ae838defca7,video,18,"hip hop,drum and bass,edm,singer,songwriter,rapper",2021-04-26 16:34:28
596922,72c983fc-a7ed-11eb-99d8-128a130028af,video,18,"latin,pop,techno,guitarist,singer,music lover",2021-04-28 06:46:24
619857,0f03a614-aca3-11eb-a35c-0a0d7a10423a,video,18,"country,k-pop,pop,singer,music lover",2021-05-04 06:36:30
627649,dbb9785e-ae2e-11eb-9d91-0a0d7a10423a,video,18,"hip hop,pop,r&b/soul,singer,songwriter",2021-05-06 05:49:44
657942,a7842472-b438-11eb-8846-0a1200300037,video,18,"indie,pop,alternative,guitarist,producer,singer,songwriter,composer",2021-05-13 22:14:59
719845,a9349515-c021-11eb-aded-0a1200300037,video,18,"hip hop,indie,pop,backing singer,singer,music lover,songwriter,videographer",2021-05-29 02:00:37
756049,c8f09fce-c7e9-11eb-8e6b-1254437355c5,track,18,"psychedelic,trip hop,experimental,producer,singer,videographer,composer",2021-06-07 23:40:48
234810,88255aee-551b-11eb-9bb9-0a0d7a10423a,video,17,"blues,punk,rock,guitarist,producer,songwriter,music teacher,composer",2021-01-12 21:17:10
398575,d9340afe-78da-11eb-a184-0ae838defca7,track,17,"hip hop,pop,r&b/soul,producer,studio mix engineer,beat maker",2021-02-27 09:04:51
406979,df9b8d91-7b22-11eb-901e-1254437355c5,video,17,"indie,pop,edm,singer,studio mix engineer,lyricist",2021-03-02 06:45:28
412215,617e4857-7c6a-11eb-9ebb-0a1200300037,video,17,"electronic,pop,r&b/soul,guitarist,producer,songwriter,studio mix engineer,mixer",2021-03-03 21:49:51
412844,1ed0953e-7c9c-11eb-9e34-12d73b08236b,video,17,"indie,pop,alternative,guitarist,producer,singer,songwriter,composer",2021-03-04 03:45:54
428148,175c4aa4-c9c6-11eb-9d59-0a1200300037,video,17,"electronic,pop,dubstep,beatmaker,music lover,mastering engineer,mixing engineer,audio engineer",2021-06-10 08:30:20
489871,d8cb3d1e-90d5-11eb-a76d-0a1200300037,video,17,"gospel,jazz,r&b/soul,singer",2021-03-29 21:29:30
495740,1b3337ba-922a-11eb-b579-12d73b08236b,shoutOut,17,"funk,indie,rock,backing singer,singer,music lover,songwriter,ukulelist",2021-03-31 14:05:11
496652,b7ab3057-9257-11eb-878b-0ae838defca7,video,17,"indie,jazz,edm,singer,songwriter,composer,actor",2021-03-31 19:31:41
506264,1fcdcb9b-949a-11eb-8af2-128a130028af,track,17,"funk,jazz,r&b/soul,backing singer,singer,songwriter",2021-04-03 16:32:04
551206,73ba3b9a-9df6-11eb-87ca-0a1200300037,track,17,"orchestral,pop,trance,singer,music lover,songwriter",2021-04-15 14:25:39
551528,f527cb36-9e09-11eb-a92e-12d73b08236b,photo,17,"emo,hip hop,rock (alt.),guitarist,producer,singer,songwriter,pianist",2021-04-15 16:45:17
590606,9b183540-a6ac-11eb-bede-12d73b08236b,track,17,"hip hop,drum and bass,edm,singer,songwriter,rapper",2021-04-26 16:29:43
596992,12fbfb84-a7f3-11eb-9df6-0ae838defca7,video,17,"hip hop,trap,rap,producer,mastering engineer,studio mix engineer",2021-04-28 07:26:40
645252,f4bf3e00-b1c6-11eb-bd47-0a0d7a10423a,video,17,"classical,pop,backing singer,singer",2021-05-10 19:36:03
655700,9e17e110-b3d2-11eb-b4ea-0a0d7a10423a,video,17,"pop,r&b/soul,rock,singer,music lover,songwriter",2021-05-13 10:04:34
655775,6e06b2e6-b3d5-11eb-856b-128a130028af,track,17,"indie,pop,rock,guitarist,singer,songwriter,music teacher",2021-05-13 10:24:42
663365,8f8c791d-b556-11eb-a425-0a1200300037,track,17,"pop,edm,acoustic,singer,music lover,rapper",2021-05-15 08:21:35
677003,a46cd3b9-b823-11eb-af38-12d73b08236b,video,17,"folk,indie,pop,singer,songwriter,composer,lyricist,cantora",2021-05-18 21:54:39
683199,73b8b281-b95b-11eb-b5f8-0a1200300037,video,17,"dance,pop,r&b/soul,producer,singer,music lover,songwriter,dancer",2021-05-20 11:06:40
685235,f639013e-b9af-11eb-ac15-1254437355c5,video,17,"r&b/soul,late 90s - early 2000s pop/rnb,80s dance,singer,songwriter,pianist,artist",2021-05-20 21:11:37
720505,f03768a3-c053-11eb-a6a0-128a130028af,video,17,"blues,electronic,rock,guitarist,singer,music lover,songwriter,composer",2021-05-29 08:00:31
731649,a40c056a-c2c2-11eb-8142-0a0d7a10423a,video,17,"pop,r&b/soul,acoustic,singer",2021-06-01 10:18:00
749985,c7316ebc-c6a5-11eb-9aae-128a130028af,video,17,"pop,r&b/soul,trap,producer,singer,video director,composer,music director",2021-06-06 09:01:28
776751,b0e9cf23-ccc1-11eb-adac-12d73b08236b,shoutOut,17,"world music,acoustic,instrumental,guitarist,producer,beatmaker,composer,music director",2021-06-14 03:36:23
855717,725bbb3b-df8f-11eb-bfde-0ae838defca7,photo,17,"pop,singer",2021-07-08 01:54:36
98764,31696298-3fdb-11eb-b344-0ae838defca7,video,16,"blues,jazz,r&b/soul,singer",2020-12-16 20:13:42
170264,0bac0fc7-4a91-11eb-83ab-1254437355c5,video,16,"metal,rock,psychedelic,guitarist,singer",2020-12-30 11:20:39
175260,770d6c00-4a93-11eb-b292-0a0d7a10423a,track,16,"hip hop,afropop,reggaedancehall,producer,singer,music teacher,rapper,composer",2020-12-30 11:37:58
175959,d4f5d93a-4a93-11eb-87ae-1254437355c5,track,16,"hip hop,r&b/soul,world music,bassist,guitarist,producer,songwriter",2020-12-30 11:40:36
210187,a8a150f2-4f3c-11eb-87d6-1254437355c5,shoutOut,16,"r&b/soul,rock (alt.),indiepop,guitarist,singer,songwriter,pianist",2021-01-05 09:59:11
271273,f0d6aafe-5d8a-11eb-82fe-0a1200300037,video,16,"classical,country,bluegrass,band,singer,composer,dancer,flutist",2021-01-23 14:54:49
361356,b59db61c-7478-11eb-97e4-1254437355c5,video,16,"classical,jazz,broadway,singer,composer,pianist,soprano,conductor",2021-02-21 19:12:16
392052,3ee2e489-76fd-11eb-bb31-1254437355c5,video,16,"jazz,pop,rock,singer,songwriter,artist",2021-02-25 00:06:02
452171,dd6ff20f-8769-11eb-9d4b-0a1200300037,video,16,"blues,pop,rock,singer,music lover,songwriter,composer",2021-03-17 21:43:52
469591,ca36105f-8c22-11eb-8de0-0a1200300037,video,16,"hip hop,rap,singer,rapper,artist",2021-03-23 21:57:41
483212,d59afae1-8f47-11eb-b3f9-12d73b08236b,video,16,"indie,pop,rock,band,drummer,producer,songwriter,studio mix engineer",2021-03-27 22:00:25
488993,4c1bb197-90ab-11eb-9279-12d73b08236b,photo,16,"indie,pop,rock,producer,singer,music lover,ukulelist,pianist",2021-03-29 16:24:56
493068,c5f221ad-9191-11eb-91ce-1254437355c5,video,16,"blues,folk,latin,guitarist,singer,songwriter,composer",2021-03-30 19:54:44
